"filename", "language", "TypeScript", "TypeScript JSX", "CSS", "JavaScript", "JSON with Comments", "JSON", "Markdown", "Docker", "XML", "YAML", "comment", "blank", "total"
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/insertCumulativeDistances.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/insertCumulativeHits.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 99
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/insertIsPlaying.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/statsStructure.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 42
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/updateHomographyOnCanvas.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/upload/calculateProgress.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/upload/processDroppedFiles.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/upload/uploadFile.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 85
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/tailwind.config.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 81
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 1, 28
"Total", "-", 2881, 2987, 237, 18, 27, 11920, 64, 7, 43, 8, 9, 908, 19109
